pdes,tp,q,e,w,om,i,M1,K1,orbit_id
2006 CK10,2453919.779406901680,1.752169332975176,.9919003147132097,143.456329497889,243.8099666153981,144.2627616778072,15.1,4.5,JPL 22
2006 E1,2454106.878174912206,6.040608742879369,1.001121788248664,232.7669772707775,95.03538903041539,83.19419745950275,10.5,4.5,JPL 26
2006 F2,2453824.926623828246,4.296452451529338,.6513702688906917,181.011340547039,8.260718696001474,20.51121650599663,10.6,10.,JPL 7
2006 GZ2,2453969.437038673981,3.302594374772572,.999934958832512,191.4802395584978,355.3206430082699,168.6823207369656,12.9,10.,JPL 6
2006 HR30,2454102.782160787813,1.226427694458195,.8431185484711656,117.4138763909375,309.952159808177,31.88449910940493,13.9,4.5,JPL 89
2006 HW51,2454007.830599811690,2.265606064657629,1.002111545367617,359.9676362975974,228.1278185333528,45.80977513928202,11.2,10.,JPL 17
2006 K1,2454302.056182871470,4.425527794285569,1.001604483086327,296.4425209298832,72.11537757099491,53.87673995422328,10.6,4.75,JPL 54
2006 K3,2454172.870858830198,2.501449365739798,1.000793928373229,328.0778563563791,49.40243900426611,92.61999692441438,12.5,4.5,JPL 31
2006 K4,2454433.801303990384,3.188616059584775,.9982494593440076,233.6041025320056,116.5969129105997,111.3337537545506,11.6,4.5,JPL 50
2006 L1,2454026.502628075553,1.462070013572221,.9973438808457695,338.4097803082028,101.7601692795242,143.2425862707112,8.7,21.75,JPL 28
2006 L2,2454059.699410175810,1.99394705071483,1.001016936901437,48.03491279620593,239.2459815243976,101.0222958558534,10.4,7.25,JPL 31
2006 M1,2454145.422364469283,3.556199199325021,.9768559259535864,122.8942003447643,231.6150749155469,54.87691695875224,9.4,9.25,JPL 42
2006 M4,2454007.228505602883,.7830082351241019,1.000185049039808,62.59437100123628,148.7268421584153,111.8232624168263,11.0,7.25,JPL 35
2006 O2,2454013.906626138399,1.554794333053799,.9963518248732932,19.98438285079392,283.3583103082919,43.02873296281009,15.2,5.75,JPL 14
2006 OF2,2454725.185664277443,2.431441573337458,1.000783400503836,95.61176503828897,318.5087238611661,30.17043344344036,9.6,5.25,JPL 145
2006 P1,2454113.298843632772,.1707364648528884,1.000018815882278,155.9749681149126,267.4148026435385,77.83700054890942,5.4,20.75,JPL 27
2006 Q1,2454651.356423960485,2.763712902072348,.999600415926408,344.3818525600599,199.5470735597664,59.0503628644058,9.3,4.75,JPL 158
2006 S2,2454227.851751663133,3.161510415962655,1.001959515429936,166.3409932906646,113.8872138565026,98.95913417565889,13.8,4.5,JPL 18
2006 S3,2456033.830422284268,5.131152289534899,1.003516117945851,140.1301749831621,38.37086932894204,166.0326766102831,6.1,7.25,JPL 272
2006 S5,2454444.251138240830,2.630433948586731,.9730014136345658,182.1092576585182,281.563424980918,10.13137943601032,12.5,4.5,JPL 58
2006 U6,2454622.975911300951,2.498397167927447,.9987062086100742,276.5969796855553,180.1863167681813,84.87894444707582,10.9,5.75,JPL 65
2006 U7,2454187.554672858583,4.425542383021317,.6306707163565877,12.89886523145009,57.761042268857,7.23008015915905,11.6,10.,JPL 12
2006 V1,2454431.024207119492,2.674903170814772,.9896164788907722,253.4035499081907,335.7242301184163,31.11947447988198,9.3,9.5,JPL 44
2006 VZ13,2454323.391616120156,1.015252020867551,1.000245861924317,174.1153118872615,66.02690429093474,134.7933201543051,13.9,4.5,JPL 36
2006 W3,2455019.149533772985,3.126233019657879,.9998244303114467,133.5144801700162,113.5705967850911,127.0746942515534,8.2,5.5,JPL 174
2006 WD4,2454218.898225539668,.591244392009421,.998987244642222,292.6908965878657,226.7905410531592,152.7046157400259,17.2,4.5,JPL 29
2006 X1,2453800.212749114149,6.126053537630059,1.0,101.2836642501202,255.2422870023432,42.61779482250989,6.9,10.,JPL 9
2006 XA1,2454303.397006916093,1.804375601583269,.9928377408084249,187.4180485205175,318.663523774219,30.62940353111515,7.4,17.,JPL 30
2006 YC,2453990.280127376298,4.948205263739766,1.000157069406929,335.5192811007929,154.2873795476916,69.56356434464648,7.0,12.75,JPL 17
2007 B2,2454699.341211627640,2.974915592409739,.9959632120957022,205.997313610038,14.86889202703974,27.49529650163132,9.2,7.25,JPL 83
2007 C2,2454348.137415368098,3.779481805345609,.4622502879028537,179.465757586062,276.1174513193986,8.674701748388756,12.7,5.5,JPL 28
2007 D1,2454270.367055456269,8.7933658462154,.9999486868384484,340.1435810791873,171.0848675105216,41.5070126780864,8.9,4.5,JPL 69
2007 D2,2454063.836888601668,1.245655690624108,.9776348352351319,65.12663680012705,297.1257926251728,178.618010652201,18.6,4.5,JPL 9
2007 D3,2454248.201680570525,5.208969090396245,.9920129254610761,309.0941365137065,148.4295275765757,45.92025802896347,8.8,8.5,JPL 24
2007 E1,2454244.330592672006,1.285862745222523,.9802174151709101,7.102012791077837,153.8266389275221,174.3939925291876,13.9,9.25,JPL 33
2007 E2,2454187.001064201281,1.092938235617152,.9991756528860143,340.5337773673682,232.4318366430011,95.88290133343503,10.3,17.5,JPL 49
2007 F1,2454402.260311834709,.4023748568953251,1.000088147778723,153.710777374497,172.8866681506297,116.0820890155959,10.8,11.,JPL 23
2007 G1,2454786.924562781889,2.646214378044024,1.001505642827773,224.0204574092175,78.9922561627364,88.35839672545637,10.8,4.5,JPL 100
2007 H2,2454148.554635859344,1.410451992233322,.9716786347382529,319.3024310223102,203.7718363150624,52.19080812308153,18.3,6.25,JPL 10
2007 JA21,2454054.061427695098,5.368565480053716,1.001766659323936,93.7218905620818,65.52268502585838,89.84038847398162,11.9,4.5,JPL 28
2007 K1,2454228.148870025306,9.2390494213743,.978725345320914,51.9709173076046,294.6611146367731,108.433102372019,11.0,4.5,JPL 15
2007 K2,2454259.935101965017,2.268547431321185,.6839537338627112,345.6763327124284,189.853947450227,7.61972689620524,14.0,10.,JPL 7
2007 K3,2454578.211462653737,2.050740116677682,1.001240613870733,23.59315298521131,263.2526660125711,16.30056020399352,13.3,13.,JPL 15
2007 K4,2454224.217222998399,3.527847815489595,1.002971423816648,162.4138918182288,68.51631188202296,98.62655005934894,11.9,10.,JPL 12
2007 K5,2454222.459800018149,1.149170994217303,.9766934836994186,255.5849995505291,193.7387343778322,64.88321475106216,12.0,10.,JPL 10
2007 K6,2454282.977097991966,3.432981317219916,.9846294383210449,337.140499768179,298.07517051,105.0637155284396,10.6,10.,JPL 12
2007 M1,2454690.232892593966,7.474661150320466,.9952023551388355,52.63585655726013,326.8087686690536,139.7214990021525,6.6,9.,JPL 37
2007 M2,2454809.065037207950,3.541045914231915,.9993327041959283,220.6689510428519,357.2828495609787,80.94566192569906,11.9,4.5,JPL 38
2007 M3,2454348.126897002711,3.468759083528654,.9797597060609181,125.7394785492207,41.62074932149631,161.7608985027344,10.0,8.75,JPL 26
2007 N3,2454842.139816080379,1.212258533074899,.9999836220148743,136.8621908598421,338.5351631643972,178.3736105242984,10.2,6.,JPL 108
2007 O1,2454254.785784084642,2.876714057364892,1.004829076723759,159.3985409974448,116.2336258701752,24.38132302890931,11.1,10.5,JPL 16
2007 P1,2454193.780423719791,.5222457576990139,1.000425642155445,90.19285134416148,187.0613529615025,119.1816617914002,13.6,10.,JPL 6
2007 Q1,2454080.733919706033,2.989255069843284,1.000987618704342,282.13314092,5.894731907720129,82.00759842657143,6.9,16.5,JPL 10
2007 Q2,2454336.380977427806,1.839016016948962,.671229477753322,163.1503071578466,172.2489573604292,10.23843876984043,16.7,10.,JPL 12
2007 Q3,2455111.770721765337,2.251688537472099,1.000237622400141,2.092857654701453,149.412683432869,65.65049237334571,8.6,5.75,JPL 120
2007 S1,2454441.337072118584,2.494391132433192,.3433843439604613,245.4250199828714,141.6185840570706,5.97303901079358,13.5,10.,JPL 10
2007 S2,2454724.409494363289,5.557929220405052,.5570565858744083,210.4704844071931,296.2531536323054,16.86305017076221,10.4,6.25,JPL 46
2007 T1,2454447.029886203822,.9685029319303839,.9997597349154286,233.7551315159975,111.433283685437,117.6424445495776,11.1,15.75,JPL 21
2007 T2,2454362.522575806530,.6958173476844763,.7750089844606387,358.553635866107,3.997656530187372,9.8964223084264,18.5,4.5,JPL 22
2007 T5,2454610.736664294767,4.049258054536288,.9136273693472521,34.41647131572467,109.8430748447948,45.61523467260506,12.8,4.5,JPL 34
2007 U1,2454685.548151343172,3.329202420804098,1.001425947415824,.9270384072027337,50.04313536198831,157.7866159217199,10.3,7.5,JPL 63
2007 VO53,2455312.929993312328,4.842734567608385,.999604991912809,75.0198657740919,59.74441368982531,86.99480599983461,7.1,10.,JPL 80
2007 W1,2454642.387909359572,.8496603940633058,1.000100764012639,306.5507681804394,334.5290781226416,9.888930548926041,15.0,8.25,JPL 66
2007 W3,2454620.295124206695,1.776638458074681,1.000163266058586,112.6255885139545,73.06945146596402,78.67355028796534,15.3,4.5,JPL 24
2007 Y1,2454544.853631746538,3.340908507048429,1.000732661818874,357.1323663663976,133.09164689,110.1786446049486,13.6,4.5,JPL 17
2007 Y2,2454564.899383249766,4.208957709060332,.9965260045907306,257.6867314415668,303.4620121274397,98.50319667374737,9.2,10.,JPL 15
2008 A1,2454738.624419517081,1.073074540971431,1.000230471730961,348.4732575918569,277.8836993312148,82.54917530843085,8.1,10.,JPL 78
2008 C1,2454573.351147367139,1.262346036927954,1.000000661036232,180.9283918212354,307.7823774216627,61.78451974672003,13.8,5.25,JPL 21
2008 E1,2454690.344303548595,4.828909519996117,.5481486227040668,269.9888305320948,189.0225130395271,35.03767560658133,11.6,4.5,JPL 33
2008 E3,2454680.724159969695,5.531014597991622,.9984900301569493,218.0945336585656,105.6749105749288,105.0765011711973,6.6,10.,JPL 20
2008 FK75,2455468.711316692852,4.510895282168263,1.002702876054051,80.41504370520363,218.2662310267013,61.1755124687419,9.7,5.25,JPL 168
2008 G1,2454843.491189983278,3.989818334112558,.9890722671970504,63.70400754173333,215.9164284785044,72.85609527111886,13.4,4.5,JPL 16
2008 H1,2454541.923778837528,2.760293855655868,.9465878561846729,96.04351097657729,34.63042966237166,75.49217504632907,13.3,4.5,JPL 16
2008 J1,2454660.761635060262,1.724293691677143,.9896163514106258,68.12271159860036,273.4196981140539,61.78002137334015,8.7,17.25,JPL 49
2008 J4,2454636.895215465805,.4492653739957159,1.007714282012768,93.05580369126282,289.3723259881712,87.47745008862317,16.5,12.75,JPL 11
2008 J5,2454557.574332165641,1.963841989419036,.9728894816242358,313.3764021957749,287.0756956902415,93.27072433423525,10.6,17.,JPL 14
2008 J6,2454567.436422592130,2.003508779970767,1.002137789357535,10.70006677469248,298.1793138376611,44.98836973155564,13.4,4.5,JPL 28
2008 L3,2454578.913897321601,2.011242874571091,.9937608966481061,101.814451545153,24.18545594116417,100.2007958501394,10.5,21.5,JPL 10
2008 N1,2455100.379237500674,2.783511256988053,.9971396595750255,100.8134516262583,357.4722109541516,115.5210169730039,12.8,4.5,JPL 85
2008 O3,2454620.583244604263,2.497269353879052,.694955986292463,340.9835932297993,47.57266572908574,32.26987159164735,5.5,28.5,JPL 10
2008 P1,2455035.452736517492,3.896110850956011,1.001678589979327,11.86546407953448,357.6769940981983,64.31031500881387,11.1,4.5,JPL 72
2008 Q1,2454830.633605590916,2.959143532739588,.9950168505515636,104.4808505383467,9.307701711420462,118.6266245069558,12.8,4.5,JPL 49
2008 Q3,2455005.593120730558,1.798228978746974,.9997978029560758,340.8552491356128,219.7340044222949,140.7066105698916,6.3,16.5,JPL 58
2008 R3,2454792.992903250784,1.90901618911344,.8963515096364288,84.16042528214604,270.553144162167,43.23785261553327,13.4,8.5,JPL 31
2008 S3,2455719.518897368192,8.017919200149057,1.001077486731166,39.93776745486598,54.93805418784181,162.7027984817679,8.3,6.,JPL 144
2008 T2,2454995.739583140879,1.202208126712226,1.00010901652112,215.8711477460971,309.678520550595,56.30368963215431,11.2,5.25,JPL 50
2008 X3,2454750.087637801588,1.9021174448667,.9565361628704481,140.8016013463495,337.7510453301255,66.47497791092911,11.7,16.25,JPL 15
2008 Y3,2454843.465546044891,4.434244283598909,.447667202903401,238.2794004549053,262.9341436174457,38.81318774606871,4.5,16.5,JPL 20
2009 B1,2454868.700550720501,2.426592197833084,.637190624014582,128.5938421818879,297.4383074395758,22.22847779756653,13.2,10.,JPL 11
2009 B2,2454897.893044113907,2.327611643883904,.9442814490265479,192.4957759140045,18.81464104826284,156.8729785488167,13.0,10.,JPL 20
2009 E1,2454929.420342415088,.5997215797495478,.9850726990503303,48.95523157904768,105.9620111017458,127.4533831726579,13.5,16.5,JPL 30
2009 F1,2455008.386622456922,1.830683486208616,.9827249737765008,219.5820756970418,357.9494010617847,171.3755168185271,14.9,11.5,JPL 12
2009 F2,2455149.611614830216,5.875026134709112,.9830269458389237,336.3444966356936,214.0553379155541,59.36697470744004,6.4,10.,JPL 46
2009 F4,2455927.367673207024,5.454872912434871,1.001810591029141,260.3812582386731,53.58328404158921,79.34729421595583,5.8,7.,JPL 163
2009 F5,2454775.326627558875,2.245337163803728,.9719914537861098,297.3668257369622,219.0641430715445,84.99035533967658,12.8,4.5,JPL 25
2009 F6,2454958.933613114178,1.274158999145848,.9975143424739534,129.7723269890618,278.6790256429147,85.7647855400708,9.7,13.,JPL 29
2009 G1,2454938.005661139602,1.128742019379714,.9976784818454305,175.4440802487743,120.6349939093651,108.3102563579814,9.1,17.25,JPL 9
2009 K2,2455234.985156843247,3.246175989332667,.9977788229593066,147.6934962462276,123.8055109480339,66.8219148762043,11.8,7.,JPL 37
2009 K3,2455547.468736768787,2.869026133411536,1.0,268.4007214208627,.7295199197881796,144.4209093390823,9.0,10.,JPL 6
2009 K4,2455001.884909310896,1.548874694286783,.9625269894588714,127.4714713726371,30.12512823782707,34.82499074678188,13.8,10.,JPL 10
2009 K5,2455316.524575798219,1.422401377065127,1.000838543199059,66.17417450273649,257.856327927103,103.879390451926,11.9,5.,JPL 80
2009 O2,2455279.914695414751,.6955471344323615,.9974990468625661,133.3971356584953,310.2320846999371,107.9604534199447,12.9,7.5,JPL 23
2009 O3,2454970.104391204054,2.449979551827111,.6868800549996673,154.5521989545966,183.7638694711861,16.21752700237298,15.2,4.5,JPL 25
2009 O4,2455197.776288915457,2.563789224081408,1.001336314611524,223.7319409757209,172.9365184783596,95.82327714615742,4.9,21.,JPL 27
2009 P1,2455919.177555764843,1.550535580501496,1.000997441813209,90.74706548333198,325.9972284743513,106.1772915967264,8.8,4.5,JPL 84
2009 P2,2455238.010799536629,6.543972532527065,1.001538779429425,76.03240209071359,60.36496705679936,163.4529387916205,11.4,4.5,JPL 41
2009 Q5,2455083.076725595792,2.918511671282672,.609052850009446,209.2749179936109,160.139863948254,40.90482225387376,13.1,4.5,JPL 27
2009 R1,2455380.178150077313,.4050868943926803,1.000413202490796,130.6931027466904,322.6226629291746,77.03076498095443,9.9,6.75,JPL 29
2009 S3,2455906.750704722392,6.474514637878233,1.001419165834663,129.7608599733522,225.1325296041105,60.38460099167354,11.7,4.5,JPL 62
2009 T1,2455112.753228723835,6.220409381473258,.9983074266778597,282.5290506585912,54.40738633747255,89.89393225979154,8.1,7.5,JPL 29
2009 T2,2455209.341513511434,1.754749552209695,.7689905856432068,215.4709136579588,215.9856324474208,28.10638609176597,13.8,10.5,JPL 30
2009 T3,2455208.556519644915,2.281140242536718,.9994708513061257,32.44778903709462,60.09301710133919,148.7418178214766,13.6,8.75,JPL 24
2009 U1,2454747.418551961071,5.382604981428634,1.015009237069738,269.0430110232571,43.3854615225045,91.23607043896649,7.8,10.,JPL 4
2009 U3,2455275.754738911582,1.414424588668167,.9915765087278947,77.70140022082248,49.32288318921394,51.26076675878746,15.4,6.,JPL 36
2009 U5,2455369.993218164560,6.094240030878758,.9994240212136143,23.81351304421512,121.1740914722554,25.47267563939661,11.8,4.5,JPL 26
2009 UG89,2455546.762195371678,3.931171206981027,1.007959783401028,60.65133772181098,321.0070613051065,130.0998277888015,5.2,15.75,JPL 57
2009 W2,2455318.170871459733,6.90713369547101,.999553883256491,121.3259575923817,199.5800742079614,164.4905237743914,6.9,10.,JPL 13
2009 WX51,2455227.575313859894,.7999563761832718,.7402937988877034,118.0162516918238,31.75840423810663,9.59259893347728,20.6,10.,JPL 21
2009 Y1,2455590.401742198510,2.520494547785312,.99328973614478,127.3913282647622,160.2770456976384,107.3165615235073,6.4,14.25,JPL 83
2009 Y2,2455286.193753508522,2.339192810141341,.6405255558675687,171.961933819713,262.1265166849132,29.92960938254342,6.2,28.75,JPL 16
2010 A3,2455290.181110547044,1.621827927769644,.7322295297346463,41.28186875128799,64.82907079752725,15.02825904745745,6.4,38.25,JPL 28
2010 A4,2455478.240564248967,2.737995549463117,.9906259644167691,271.6852761319831,346.6855023540158,96.73013770441914,7.1,15.5,JPL 22
2010 B1,2455599.559879427091,2.941486383691035,.998994447126672,211.519956085382,277.2139048238981,101.9776538367819,10.1,6.75,JPL 68
2010 C1,2455167.112437855451,5.234903523672213,.2591090851424597,3.665919539171023,142.0341619461492,9.142473574740862,7.3,13.75,JPL 14
2010 D2,2455260.661488548386,3.659053504677491,.4530244026325743,120.068180014667,319.8358599165465,57.1769742299665,14.4,4.5,JPL 13
2010 D3,2455443.420864828288,4.247541849359064,.9996287220477997,304.6426210513251,255.2346089610491,76.39482006562122,12.1,6.,JPL 16
2010 D4,2454921.432885670427,7.148208572698182,.8894597296651968,44.48931867036035,266.7835142639501,105.6596518671232,11.6,4.5,JPL 14
2010 DG56,2455332.062261169290,1.591451433561356,.9764363776999954,318.2894118826337,3.869456404747797,160.4173466758458,17.8,4.5,JPL 11
2010 E1,2455143.464037562253,2.662196801154881,.9758861608920391,296.9866694147084,169.2924259164864,71.69780414004083,11.9,9.75,JPL 13
2010 E2,2455294.426452180888,2.39873318337915,.7223701008074761,8.294555078399933,177.8993706640858,15.43700003047995,14.4,10.,JPL 16
2010 E3,2455292.004622698953,2.269054650088048,.9922169094622411,50.43275312668848,117.2724645991792,96.35781398033313,13.4,14.75,JPL 6
2010 E5,2455156.945862328928,3.88844462888347,.8427393911004639,147.8582491036396,17.08381074896005,18.9101637738186,7.3,17.,JPL 15
2010 F1,2455146.065036175569,3.587530040704582,.9475349150908285,127.5121490470241,344.3897909706914,64.93572087323412,7.0,15.75,JPL 15
2010 F3,2455413.036544206593,5.446686045753883,.9132638842623999,31.25651383053776,157.4101534913772,4.647569321014638,13.2,4.5,JPL 19
2010 F4,2455292.606155177379,.6138264939977027,1.000036470434923,120.7088308616833,237.2905545520301,89.14566820689076,13.9,10.,JPL 9
2010 FB87,2455507.890072446037,2.842763152599134,.9905008479762433,265.0258401521044,89.90219171992796,107.6253577857665,11.1,4.5,JPL 57
2010 G1,2455289.040089715172,1.204547141369098,.9974761783692827,168.6314916080522,287.4483957706563,78.38709952492869,14.1,4.5,JPL 11
2010 G2,2455806.550414317606,1.980773857555262,.9794071274976454,137.4252805316589,246.7810058805305,103.7452832541167,10.8,6.25,JPL 102
2010 G3,2455297.585954276221,4.907655371472224,.9980918346266344,75.19995309806485,313.7183405513308,108.2676087683437,5.1,14.5,JPL 26
2010 H1,2455366.409206959820,2.745494405607949,.9996578113579663,233.8235466907769,347.3837726998984,36.53118154335383,9.5,17.5,JPL 10
2010 H2,2455264.852609517976,3.107734396801548,.1929077165714307,130.1233349491815,64.30889926667975,14.25291236494805,7.0,10.,JPL 26
2010 H4,2455380.935279321509,4.820931378542509,.2721471145483182,181.188945234406,44.84659602288561,2.314286022222926,10.8,10.,JPL 8
2010 H5,2455304.209082989307,6.025951078469447,.1564488022227643,175.1299397461786,24.89947620247765,14.08718373611171,9.6,10.,JPL 6
2010 J1,2455232.319699384982,1.695658122071553,.9538278856884679,333.1091169501718,254.8133868845611,134.3849445974527,11.4,15.,JPL 17
2010 J2,2455351.365007201817,3.386996133687951,.9994591944383925,4.616552714241796,311.7948456006354,125.8515399945362,10.1,9.5,JPL 32
2010 J3,2455431.963821488653,2.455110518763155,.7268227351027902,157.3124586544468,106.6611888500052,13.25507775342125,11.4,11.5,JPL 26
2010 J4,2455319.671601267385,1.085532677520908,.9999935925132187,83.75334172763874,316.4053868551018,162.2965271698157,19.6,10.,JPL 8
2010 JC81,2455678.053837082403,1.810828664947294,.7773506455785488,12.57330798719058,30.76805234895705,38.69026902738793,10.3,10.,JPL 51
2010 KW7,2455480.845045315989,2.570441622259956,.9742556867305437,332.3057549138623,104.7615010241332,147.0608373144838,15.9,4.5,JPL 17
2010 L3,2455510.964619454340,9.882906994009696,.9992416163381267,121.7739674437364,38.27534016305332,102.6310721376384,4.7,10.,JPL 22
2010 L4,2455251.155252802415,2.825535958470039,.9647120093628968,95.76861780668467,125.5401686772342,102.8180833518523,12.9,7.75,JPL 13
2010 L5,2455309.663341618647,.7911694518314281,.904213935128771,214.7635879881051,206.4722722735252,147.0489422836135,18.9,4.5,JPL 7
2010 M1,2455538.228608146528,7.977048459608634,1.003926631945283,167.1888553918067,66.48616037427887,116.5763144698034,7.4,10.,JPL 9
2010 R1,2456066.392852179038,5.621417633849625,1.003665067972281,114.4960388905808,343.6496588264565,156.9333694322252,6.5,10.,JPL 85
2010 S1,2456432.829680073112,5.899919327718969,1.00124863730886,118.6171867342189,93.43229157444739,125.335282718799,5.8,6.75,JPL 181
2010 T2,2455752.325678059449,3.753596250124801,.3232208543240415,355.9417701262103,59.64929723313981,8.010783500463612,7.3,17.5,JPL 9
2010 TO20,2454765.777378976370,5.186582539354689,.08057204588157452,256.9597720106767,44.15463443383581,2.592206651619197,9.3,10.,JPL 13
2010 U1,2455283.900283379980,4.903171796662708,.2611110080475125,88.99810467202231,281.3903632199907,8.246250128126514,7.0,13.5,JPL 16
2010 U3,2458540.622984576288,8.445818784114149,1.000854751537623,88.06513294078631,43.07283924546797,55.51208440289003,6.3,6.25,JPL 152
2010 UH55,2455691.861102007529,2.767967633769075,.5751342802270648,221.6180586378951,235.2643954496181,8.662558273712227,7.1,18.,JPL 16
2010 WK,2455489.254028877809,1.765178493941443,.6919866306096585,40.8499919417121,11.48827491899084,11.47912510856336,15.7,4.5,JPL 20
2010 X1,2455815.219747320076,.4824207940167428,1.000067251452369,343.7981179505746,323.2351474030079,1.83956811421481,12.6,6.25,JPL 39
2010 YK3,2460298.815754753903,2.124263506002901,.6275975833277206,94.92966754047596,283.3490195974532,4.790166893979339,4.7,30.75,JPL 9
2011 A3,2455911.587845746479,2.344841359159311,.9979938825751231,141.1610776277263,124.895271952043,26.07435262883368,9.9,8.5,JPL 62
2011 C1,2455669.502204439030,.8833783523685972,.9974331783204083,84.47350922446758,192.4383668029876,16.8256172380539,12.7,17.5,JPL 34
2011 C2,2455934.409309816090,5.388547717622368,.2684718598624878,160.563611569923,12.20198083881589,10.91094365924068,7.1,12.75,JPL 28
2011 C3,2455659.028082949315,1.516894581976452,.9952743991253196,206.809904731103,20.8899634446835,49.37610702104371,14.1,22.75,JPL 13
2011 F1,2456300.536006760915,1.818879458128998,1.000042540832777,192.5649188491038,85.11890675851191,56.6107679212758,10.3,4.5,JPL 89
2011 FR143,2455631.098869155308,3.735424646733953,.4530489663870787,349.9169820158194,191.022625980524,16.01360027644634,14.7,4.5,JPL 8
2011 G1,2455820.912191833669,2.155141635981529,1.0010001746876,354.550126456348,152.5909602984702,162.2334981271972,14.4,5.,JPL 32
2011 J2,2456651.805985140500,3.443446474818716,1.000504558674218,85.29608230378025,163.9475684060354,122.7988226013312,7.7,7.5,JPL 140
2011 J2-B,2456651.747036075379,3.442848400894227,1.001330781705065,85.26719263970504,163.9429873370576,122.8023475103961,6.9,14.5,JPL 4
2011 J3,2455585.887978679951,1.450992227876091,.9258319357568648,27.84496409840208,21.51228368098265,114.7123817918573,16.2,4.5,JPL 12
2011 JB15,2455948.171123589396,5.018709948932572,.3187358370517921,110.926709178121,153.7681804936313,19.14127272657622,6.9,13.,JPL 15
2011 K1,2455673.427628228061,3.376629209638878,1.007027970829694,167.09708095,70.73739296643215,122.62486475,11.7,10.,JPL 9
2011 KP36,2457535.373126921959,4.883306631803444,.8728683533707629,180.5948736872438,173.4003275212656,18.9867829419102,7.5,7.,JPL 109
2011 L1,2455548.802045094742,2.242373711221951,.7967985213593568,294.4706598268829,252.3638461023042,65.51267762366047,10.4,12.5,JPL 15
2011 L2,2455866.773125741211,1.943448904548063,1.001772573495169,257.0281276952634,131.3477253936223,104.2574261261314,11.8,13.,JPL 15
2011 L3,2455784.000434367806,1.923845534598865,1.000101676263677,27.72702943918406,307.7552007754244,87.11442266015185,14.7,4.5,JPL 25
2011 L4,2456361.669960002417,.3015442238164768,1.000032767108972,333.6516376633611,65.66588639150341,84.20819702923397,7.8,6.5,JPL 137
2011 L6,2455584.289693516269,6.787628639215751,1.003737758104043,331.5987257996812,214.4826575429092,171.4562474433502,13.2,4.5,JPL 8
2011 M1,2455812.072466690747,.8957526051155204,1.002674264300668,119.568946668613,324.7956733500447,70.18317197361739,12.3,18.25,JPL 8
2011 N1,2456078.786516225039,2.857717480375384,.5459461023265804,331.0561884672269,77.69050998736151,35.66888367032587,12.8,5.25,JPL 32
2011 NO1,2455581.698079449389,1.240969025407936,.7789841914811642,263.4465227318821,296.1139033145848,15.38420163394576,17.1,4.5,JPL 10
2011 N2,2455853.242820885998,2.563359894667371,.9997033297941526,357.0414130407124,274.0190324563712,33.67502507449191,7.1,21.25,JPL 10
2011 O1,2456157.970816860350,3.890652677082244,.9967843041955771,232.3825977424196,89.81681151984263,76.49888598673195,7.5,9.5,JPL 58
2011 P1,2455401.667290010537,4.9521645154826,.3668859289765082,342.1198080249332,10.08177403010324,6.308802950287827,6.8,11.5,JPL 25
2011 P2,2455453.014389939974,6.148104958574098,.369819231884631,76.38463321861438,204.0185248369797,8.989635670048697,6.7,12.,JPL 12
2011 Q1,2455741.954881000737,6.780085405768498,.9979126544659841,135.9264482236275,142.2439066896546,94.86201443804366,7.5,10.,JPL 13
2011 Q2,2455946.288493365445,1.349560902203217,1.000074961854828,34.62856985816699,287.3695262596481,36.86657639635956,4.7,23.25,JPL 12
2011 Q4,2455825.583455141839,1.112227416706415,.974158227443668,1.880850387483179,252.0857091205893,147.8430700500252,11.7,9.25,JPL 7
2011 R1,2456220.120931479985,2.07957108377623,1.00074116581749,308.861191719694,221.4084577921081,116.1968421515487,9.9,6.,JPL 76
2011 S1,2456893.530614058359,6.894033706346912,.2031522426417438,193.3674512733237,218.8958914865213,2.679391361807641,7.1,11.,JPL 37
2011 S2,2455860.847765786202,1.115120350025716,.9316148499421462,192.1899849795159,288.0703246751929,17.57253785793546,15.6,4.5,JPL 17
2011 U3,2456082.396106973054,1.071437247480918,1.000449228774744,287.8238931135182,228.3789198430203,116.7759557054995,11.8,14.5,JPL 8
2011 UA134,2455902.694251589549,2.051509997031235,.6327008112046073,32.32197937519727,40.63821959388974,10.53949438836599,15.7,10.,JPL 14
2011 UF305,2456130.665405569240,2.138211981833665,1.000674103519054,121.9944825257625,297.4358691551147,93.96074438890552,6.6,15.5,JPL 64
2011 V1,2455693.418516472577,1.709324459954524,.5553639464704978,259.5431656798639,60.08354864566956,7.398202171237043,17.6,4.5,JPL 5
2011 W1,2455949.039175041388,3.312060743982322,.2886515598754274,282.4728480997156,161.8837154125267,3.718612751134682,7.3,19.,JPL 17
2011 W3,2455911.511809000032,.005553814151232848,.9999294152687143,53.50921241435645,326.3691470244605,134.3558107377023,15.3,9.3,JPL 58
2011 Y2,2456008.196009398791,1.787147805365588,.7129204468767503,131.1876136876323,310.0183882902152,6.351398892805054,13.6,16.25,JPL 9
2011 Y3,2455796.438668997572,3.497843193107734,.7049148254644865,340.6799065742463,84.80260480082671,26.51685373785763,11.7,10.,JPL 7
2012 A1,2456626.139626720299,7.604434452614377,1.001194957692109,191.7586959021335,277.9720387449908,120.9000173923967,10.1,5.25,JPL 57
