pdes,tp,q,e,w,om,i,M1,K1,source
2003 S4-A,2453156.383248813777,3.874094425706102,.8949875400226452,155.3251842867177,224.5527004932965,40.70877877777396,12.3,10.,ORB
2003 S4-B,2453148.687989983228,3.837677234497402,.9039918933363457,153.6767320346578,224.5378982610804,40.39885041573376,12.4,10.,ORB
2003 T2,2452957.527729755074,1.786355990456726,.9997406352411715,152.2332012859702,238.5326149261104,87.53163915787286,10.4,24.75,ORB
2003 T3,2453124.501819713667,1.481076080593984,.9997403833953352,43.77380053156761,347.0575533470069,50.44445235574054,5.9,14.75,ORB
2003 T4,2453464.156576008358,.8497410491703915,1.000474480851945,181.6792730367811,93.9028754712548,86.76119282625949,9.2,6.75,ORB
2003 T12,2455952.946575361922,.5748057240982886,.7761661415724617,217.6688333732714,176.4657154122657,11.47515433388246,19.6,21.75,ORB
2003 U1,2452946.897875187172,1.795716785888698,.9215850089213874,278.3837925577807,322.7631070269966,164.4745303089487,15.2,10.,ORB
2003 V1,2452709.679534340370,1.783148266691973,.9970357943825471,8.631584872138149,25.83280893247967,28.67516590808042,9.9,8.,ORB
2003 W1,2452952.963036169720,1.652421451848338,.9343486987376367,113.2886974751964,256.7426339686996,78.07597110323177,16.4,4.5,ORB
2003 WT42,2453836.264132742262,5.190923592801852,1.002584384096399,92.46692268500065,48.45388879982382,31.41058817877764,6.2,8.5,ORB
2004 A1,2453243.445775240430,5.462543457344494,.3083433912833541,20.49554162380926,125.2446516273449,10.57603039470491,9.8,7.25,ORB
2004 B1,2453774.388757638421,1.601944527087644,1.001306582500082,327.9008685770814,272.8018790407144,114.0968468415728,12.3,4.5,ORB
2004 C1,2452718.142761308265,4.359407687432627,.6231577405386667,316.1498836584286,151.9540235634671,28.91654313174816,10.0,10.,ORB
2004 D1,2453777.263787361097,4.974588909717155,1.001616671609135,75.53676840296687,62.25290353694999,45.5374312966384,8.5,8.,ORB
2004 DO29,2453290.160472922933,4.094749356121666,.4515104579124365,41.85758975170759,147.8623226404823,14.53583513877264,10.3,10.,ORB
2004 DZ61,2453152.357740599088,2.01333017215134,.9560263499082708,44.46201598153206,172.7918343069418,66.80928286399237,15.7,4.5,ORB
2004 F2,2453000.145657717916,1.430438482368092,.9905586359875835,317.143156598666,248.2734547281122,104.959960806211,16.3,4.5,ORB
2004 F4,2453112.589976062109,.1682663784426913,.9992919895017347,332.7859935605773,222.7780714620609,63.16457171667115,11.3,17.5,ORB
2004 G1,2453161.434672056159,1.201031395336044,.9962735380127292,110.6041069753822,228.3446757184116,114.4861941235778,14.4,23.25,ORB
2004 H6,2453138.187760192673,.7762830467836959,1.000630942914649,269.0491256633715,317.2453748004821,107.6638462722945,10.3,25.5,ORB
2004 HV60,2452989.933229106769,3.068190928266924,.9404436261098207,147.8833837780238,44.8206822030077,92.57304725499822,13.0,10.0,ORB
2004 K1,2453556.603159400499,3.399147036950144,.9981322573171667,97.75168749740716,326.9231970133057,153.7475204291857,7.9,11.,ORB
2004 K3,2453186.956196483235,1.103356363937897,.9810153150144517,60.49096827708593,275.5374079340397,111.9284741429292,16.9,45.5,ORB
2004 L1,2453459.608097762736,2.047413899087434,.9976185823907612,243.579120711848,66.17415825574041,159.3608558824885,12.6,7.,ORB
2004 L2,2453689.602085090318,3.778628088147824,.9952164336387704,257.3114013282606,99.18008714195943,62.51863414188788,8.0,9.5,ORB
2004 P1,2452860.235832804634,6.01377500856768,.9992556931633239,16.58454524038905,284.1833337731888,28.81623762403792,10.3,6.75,ORB
2004 Q1,2453346.365163326227,2.046725463707062,.9890396650503148,32.96849671491158,22.1301705168078,56.08768911092952,9.6,8.5,ORB
2004 Q2,2453395.411167984285,1.205041519739395,.9995013165564023,19.50470293910827,93.62289508735844,38.58894877332359,11.2,4.5,ORB
2004 R2,2453286.397371320619,.1128356575522295,.9999999303088787,5.353182778797772,182.4635745173328,63.1736941321234,10.0,6.0,ORB
2004 R3,2453149.997607057833,2.14148790751885,.4418182896414752,5.298112482962491,318.8064243714678,7.972158875382834,17.0,4.5,ORB
2004 RG113,2453433.217484672912,1.94235816159504,.9972233649258389,125.3055091462717,8.772958122328879,21.61823611774467,13.9,8.,ORB
2004 S1,2453348.421133492315,.6817672931188736,.9999948458983458,92.81664486853528,19.21969198229973,114.6668409763041,16.0,7.5,ORB
2004 T3,2452744.815485806758,8.864364776064013,.9984890539455046,259.6869047810964,50.3545958038596,71.96431966556281,6.3,7.25,ORB
2004 U1,2453348.257760512935,2.659382515367488,.9992044407293708,20.1279323568859,112.5463643000225,130.6234928040844,9.0,7.5,ORB
2004 V3,2453320.840989317395,3.93829862780152,.4463409189485605,322.3647718759709,356.0929536132517,50.45270906235839,11.5,10.0,ORB
2004 V5-A,2453430.234086324048,4.4108518869684,.4452093508448228,87.68899774280062,47.85894646719597,19.35813523595471,8.8,10.,ORB
2004 V5-B,2453430.501396334173,4.410902006549358,.4452365207615696,87.69259816199538,47.85965943986655,19.35821906374131,7.9,12.,ORB
2004 V13,2453360.651765493508,.1808558884461261,.9999946236955251,92.69079894512355,207.6995254065089,34.80975230523298,15.0,15.0,ORB
2004 X2,2453241.833403734318,3.793087013947935,.9973771952344549,162.2153191118103,307.3411868689345,72.11789040349451,12.9,4.5,ORB
2004 X3,2453538.689019007460,4.402297610527497,1.006427124000738,202.1261169514307,343.047739688424,81.07658891064091,6.8,13.25,ORB
2005 A1-A,2453470.742460464448,0.906702203657889,1.00064701084044,271.8614895542404,355.8564792005596,74.8807301054095,9.5,7.5,ORB
2005 B1,2453790.071961706894,3.204932139446343,1.000191405702474,103.1825144671378,195.5560479556473,92.55116039607185,11.5,4.5,ORB
2005 E1,2453447.743200750752,4.445458129189836,.3847392703228307,170.7920473493269,4.415913946561306,5.153001530789552,10.7,10.,ORB
2005 E2,2453789.973430016262,1.519578570778861,1.000138906923388,39.96644308853121,347.8473984474121,16.98833766562109,9.2,7.25,ORB
2005 EL173,2454165.396622485319,3.886322837097256,1.003183671689652,261.4925653273955,344.7898961226726,130.6766761114461,7.7,9.25,ORB
2005 G1,2453793.765080756912,4.960798114472667,.9997362072303683,113.8102796202893,299.5890190073119,108.4139491903193,7.5,10.25,ORB
2005 H1,2453307.027865881376,4.76859650674389,.896923662273303,95.21294445579558,71.49071444816842,81.51226776578933,12.9,4.5,ORB
2005 J1,2453477.806334163132,1.530146542249102,.5709606870807657,338.9229319726012,268.8412085416638,31.76594894649924,13.5,26.5,ORB
2005 J2,2453464.786251826177,4.287489327002505,1.000000000009894,199.6426131192407,33.36950579774541,150.803020510002,9.0,10.0,ORB
2005 K1,2453695.693718923958,3.692912272378909,1.003290032518256,134.9388129852854,106.3050115874851,77.74757770425346,6.9,12.5,ORB
2005 K2,2453556.894159581589,.5445774242695858,.999993795928609,216.5804647187401,45.71196967771046,102.0450306908713,17.8,10.,ORB
2005 K2-A,2453556.872247325508,.5447334288424164,1.001297022851513,216.5141752419924,45.68348688771715,102.0583688633452,14.0,10.0,ORB
2005 L1,2453717.591453733684,3.142853926124121,.2092382603329729,149.5586554595868,138.3291969191851,7.736934710788826,10.3,10.,ORB
2005 L2,2453566.022201864152,3.193791900807318,.9999794417464691,294.2388952650353,155.8725658572764,152.7640808363424,14.4,4.5,ORB
2005 L3,2454481.846455677075,5.593628166897508,.9995866280593779,47.13387025925456,288.7398150206444,139.4492472756613,8.4,4.5,ORB
2005 N1,2453604.541415728055,1.125447488473938,.9984561730490273,80.04569772795328,3.240351299370207,51.18019372798361,11.4,10.5,ORB
2005 N4,2453554.099944135778,2.30375700060342,.9606120107263869,136.5458565722514,64.03680022492969,116.6302916553007,14.2,10.,ORB
2005 N5,2453605.181560548400,1.627399105677347,.9432700221966782,207.7652326844669,156.4113349148192,21.37874509409915,16.0,4.5,ORB
2005 O1,2453507.868314543466,3.590925619776631,.9295921796013962,324.7419705089498,304.7990072306438,155.9810319833461,7.1,17.5,ORB
2005 O2,2453621.945401328306,3.333576258532938,.8593766054421174,263.8338908769753,280.7713953483397,148.8920505164611,5.2,20.,ORB
2005 P3,2453592.245779131321,.5257602319135186,.9876596396681198,32.1448302511278,242.7785765070249,89.70600629153508,13.0,9.75,ORB
2005 Q1,2453608.006647634799,6.408393081392679,1.004324198775348,44.69092555522118,87.73166888880324,105.1916059028035,11.3,4.5,ORB
2005 R4,2453802.513353570731,5.188469374797319,.9974882375469722,6.886613653211618,63.77167150360771,164.0125963515948,7.7,10.,ORB
2005 S2,2453917.242135073103,6.398036826007839,.1967097774760947,229.9331810080294,161.2724047500526,3.141048769130812,7.9,10.,ORB
2005 S4,2454300.146774540437,5.850107621028826,.9989711869908929,31.45394506058815,318.2902907544088,107.9589582749604,9.9,5.5,ORB
2005 SB216,2454142.804002410061,3.818265453790342,.4632081149099854,83.56992410888729,1.692891410417743,24.09843596088289,12.8,4.5,ORB
2005 T2,2453471.824509787937,2.211251741579609,.4219020872161343,58.3662142109107,260.6204746156433,8.337734873747848,10.3,21.25,ORB
2005 T3,2453747.941440362968,6.202461095926862,.1737853351945013,8.164900288475382,27.99578512097181,6.263089666410104,9.2,10.,ORB
2005 T4,2453654.037520388410,.6493997762766682,.930352025978477,41.44406757900214,25.42251055284711,160.036223032564,15.4,10.,ORB
2005 T5,2453678.021836117834,3.246802622605731,.552444754837491,304.5141857210672,57.07098265968856,21.37239195609013,11.2,10.,ORB
2005 W2,2453821.895206238846,3.331619715333723,.8244535909020818,111.6701162683164,336.6151799134908,11.26402715674562,13.8,4.5,ORB
2005 X1,2453557.258682033009,2.862145123807848,.9957305181033252,117.7846607011546,302.7978298756789,91.94144694527718,14.0,4.5,ORB
2005 YW,2454077.349205426992,1.9930109110576,.9895334175422527,234.6340299647724,302.2144248308001,40.54360537300617,8.6,11.5,ORB
2006 A1,2453788.681514882827,.5553957135679075,.9997662557603255,351.1877892405817,211.3432329901491,92.73612157543965,10.5,16.5,ORB
2006 A2,2453510.613664485478,5.315949023009522,.9986223879166145,141.01829321,233.2253575623313,148.3225793237854,12.6,4.5,ORB
2006 B1,2453694.015521582417,2.9975913715432,.9977653624987375,302.4917433210779,161.239384196532,134.2819291281322,13.3,4.5,ORB
2006 CK10,2453919.779406901680,1.752169332975176,.9919003147132097,143.456329497889,243.8099666153981,144.2627616778072,15.1,4.5,ORB
2006 E1,2454106.878174912206,6.040608742879369,1.001121788248664,232.7669772707775,95.03538903041539,83.19419745950275,10.5,4.5,ORB
2006 F2,2453824.926623828246,4.296452451529338,.6513702688906917,181.011340547039,8.260718696001474,20.51121650599663,10.6,10.,ORB
2006 GZ2,2453969.437038673981,3.302594374772572,.999934958832512,191.4802395584978,355.3206430082699,168.6823207369656,12.9,10.,ORB
2006 HR30,2454102.782160787813,1.226427694458195,.8431185484711656,117.4138763909375,309.952159808177,31.88449910940493,13.9,4.5,ORB
2006 HW51,2454007.830599811690,2.265606064657629,1.002111545367617,359.9676362975974,228.1278185333528,45.80977513928202,11.2,10.,ORB
2006 K1,2454302.056182871470,4.425527794285569,1.001604483086327,296.4425209298832,72.11537757099491,53.87673995422328,10.6,4.75,ORB
2006 K3,2454172.870858830198,2.501449365739798,1.000793928373229,328.0778563563791,49.40243900426611,92.61999692441438,12.5,4.5,ORB
2006 K4,2454433.801303990384,3.188616059584775,.9982494593440076,233.6041025320056,116.5969129105997,111.3337537545506,11.6,4.5,ORB
2006 L1,2454026.502628075553,1.462070013572221,.9973438808457695,338.4097803082028,101.7601692795242,143.2425862707112,8.7,21.75,ORB
2006 L2,2454059.699410175810,1.99394705071483,1.001016936901437,48.03491279620593,239.2459815243976,101.0222958558534,10.4,7.25,ORB
2006 M1,2454145.422364469283,3.556199199325021,.9768559259535864,122.8942003447643,231.6150749155469,54.87691695875224,9.4,9.25,ORB
2006 M4,2454007.228505602883,.7830082351241019,1.000185049039808,62.59437100123628,148.7268421584153,111.8232624168263,11.0,7.25,ORB
2006 O2,2454013.906626138399,1.554794333053799,.9963518248732932,19.98438285079392,283.3583103082919,43.02873296281009,15.2,5.75,ORB
2006 OF2,2454725.185664277443,2.431441573337458,1.000783400503836,95.61176503828897,318.5087238611661,30.17043344344036,9.6,5.25,ORB
2006 P1,2454113.298843632772,.1707364648528884,1.000018815882278,155.9749681149126,267.4148026435385,77.83700054890942,5.4,20.75,ORB
2006 Q1,2454651.356423960485,2.763712902072348,.999600415926408,344.3818525600599,199.5470735597664,59.0503628644058,9.3,4.75,ORB
2006 S2,2454227.851751663133,3.161510415962655,1.001959515429936,166.3409932906646,113.8872138565026,98.95913417565889,13.8,4.5,ORB
2006 S3,2456033.833412150924,5.131152054272882,1.003508258919365,140.1304843200875,38.37081866690004,166.0326905964021,6.3,7.,ORB
2006 S5,2454444.251138240830,2.630433948586731,.9730014136345658,182.1092576585182,281.563424980918,10.13137943601032,12.5,4.5,ORB
2006 U6,2454622.975911300951,2.498397167927447,.9987062086100742,276.5969796855553,180.1863167681813,84.87894444707582,10.9,5.75,ORB
2006 U7,2454187.554672858583,4.425542383021317,.6306707163565877,12.89886523145009,57.761042268857,7.23008015915905,11.6,10.,ORB
2006 V1,2454431.024207119492,2.674903170814772,.9896164788907722,253.4035499081907,335.7242301184163,31.11947447988198,9.3,9.5,ORB
2006 VZ13,2454323.391616120156,1.015252020867551,1.000245861924317,174.1153118872615,66.02690429093474,134.7933201543051,13.9,4.5,ORB
2006 W3,2455019.149533772985,3.126233019657879,.9998244303114467,133.5144801700162,113.5705967850911,127.0746942515534,8.2,5.5,ORB
2006 WD4,2454218.898225539668,.591244392009421,.998987244642222,292.6908965878657,226.7905410531592,152.7046157400259,17.2,4.5,ORB
2006 WY182,2454118.405599335483,2.796403645104988,.558564657632408,186.9859464443242,301.0455137332103,26.49173558578973,13.7,10.,ORB
2006 X1,2453800.212749114149,6.126053537630059,1.0,101.2836642501202,255.2422870023432,42.61779482250989,6.9,10.,ORB
2006 XA1,2454303.397006916093,1.804375601583269,.9928377408084249,187.4180485205175,318.663523774219,30.62940353111515,7.4,17.,ORB
2006 YC,2453990.280127376298,4.948205263739766,1.000157069406929,335.5192811007929,154.2873795476916,69.56356434464648,7.0,12.75,ORB
2007 B2,2454699.341211627640,2.974915592409739,.9959632120957022,205.997313610038,14.86889202703974,27.49529650163132,9.2,7.25,ORB
2007 C2,2454348.137415368098,3.779481805345609,.4622502879028537,179.465757586062,276.1174513193986,8.674701748388756,12.7,5.5,ORB
2007 D1,2454270.367055456269,8.7933658462154,.9999486868384484,340.1435810791873,171.0848675105216,41.5070126780864,8.9,4.5,ORB
2007 D2,2454063.836888601668,1.245655690624108,.9776348352351319,65.12663680012705,297.1257926251728,178.618010652201,18.6,4.5,ORB
2007 D3,2454248.201680570525,5.208969090396245,.9920129254610761,309.0941365137065,148.4295275765757,45.92025802896347,8.8,8.5,ORB
2007 E1,2454244.330592672006,1.285862745222523,.9802174151709101,7.102012791077837,153.8266389275221,174.3939925291876,13.9,9.25,ORB
2007 E2,2454187.001064201281,1.092938235617152,.9991756528860143,340.5337773673682,232.4318366430011,95.88290133343503,10.3,17.5,ORB
2007 F1,2454402.260311834709,.4023748568953251,1.000088147778723,153.710777374497,172.8866681506297,116.0820890155959,10.8,11.,ORB
2007 G1,2454786.924562781889,2.646214378044024,1.001505642827773,224.0204574092175,78.9922561627364,88.35839672545637,10.8,4.5,ORB
2007 H2,2454148.554635859344,1.410451992233322,.9716786347382529,319.3024310223102,203.7718363150624,52.19080812308153,18.3,6.25,ORB
2007 JA21,2454054.061427695098,5.368565480053716,1.001766659323936,93.7218905620818,65.52268502585838,89.84038847398162,11.9,4.5,ORB
2007 K1,2454228.260225347752,9.239070069939158,.9788041086149378,51.97607452780513,294.6602271226383,108.4325181970134,11.1,4.5,ORB
2007 K2,2454259.935101965017,2.268547431321185,.6839537338627112,345.6763327124284,189.853947450227,7.61972689620524,14.0,10.,ORB
2007 K3,2454578.211462653737,2.050740116677682,1.001240613870733,23.59315298521131,263.2526660125711,16.30056020399352,13.3,13.,ORB
2007 K4,2454224.217222998399,3.527847815489595,1.002971423816648,162.4138918182288,68.51631188202296,98.62655005934894,11.9,10.,ORB
2007 K5,2454222.459800018149,1.149170994217303,.9766934836994186,255.5849995505291,193.7387343778322,64.88321475106216,12.0,10.,ORB
2007 K6,2454282.977097991966,3.432981317219916,.9846294383210449,337.140499768179,298.07517051,105.0637155284396,10.6,10.,ORB
2007 M1,2454690.188120419284,7.474648055521858,.9952147944421238,52.63268538959377,326.8086292891636,139.7214382177829,5.9,9.75,ORB
2007 M2,2454809.065037207950,3.541045914231915,.9993327041959283,220.6689510428519,357.2828495609787,80.94566192569906,11.9,4.5,ORB
2007 M3,2454348.126897002711,3.468759083528654,.9797597060609181,125.7394785492207,41.62074932149631,161.7608985027344,10.0,8.75,ORB
2007 N3,2454842.139816080379,1.212258533074899,.9999836220148743,136.8621908598421,338.5351631643972,178.3736105242984,10.2,6.,ORB
2007 O1,2454254.785784084642,2.876714057364892,1.004829076723759,159.3985409974448,116.2336258701752,24.38132302890931,11.1,10.5,ORB
2007 P1,2454193.780423719791,.5222457576990139,1.000425642155445,90.19285134416148,187.0613529615025,119.1816617914002,13.6,10.,ORB
2007 Q1,2454080.733919706033,2.989255069843284,1.000987618704342,282.13314092,5.894731907720129,82.00759842657143,6.9,16.5,ORB
2007 Q2,2454336.380977427806,1.839016016948962,.671229477753322,163.1503071578466,172.2489573604292,10.23843876984043,16.7,10.,ORB
2007 Q3,2455111.770599501037,2.251688840321883,1.000238095566419,2.092806987877506,149.4126834444779,65.65049191520966,8.9,5.5,ORB
2007 R4,2454370.783794960072,1.921358945083809,.6714227440063454,282.8691451197767,87.50280821858877,20.22560680874782,14.7,11.,ORB
2007 S1,2454441.337072118584,2.494391132433192,.3433843439604613,245.4250199828714,141.6185840570706,5.97303901079358,13.5,10.,ORB
2007 S2,2454724.409494363289,5.557929220405052,.5570565858744083,210.4704844071931,296.2531536323054,16.86305017076221,10.4,6.25,ORB
2007 T1,2454447.029886203822,.9685029319303839,.9997597349154286,233.7551315159975,111.433283685437,117.6424445495776,11.1,15.75,ORB
2007 T2,2454362.522575806530,.6958173476844763,.7750089844606387,358.553635866107,3.997656530187372,9.8964223084264,18.5,4.5,ORB
2007 T5,2454610.736664294767,4.049258054536288,.9136273693472521,34.41647131572467,109.8430748447948,45.61523467260506,12.8,4.5,ORB
2007 U1,2454685.548151343172,3.329202420804098,1.001425947415824,.9270384072027337,50.04313536198831,157.7866159217199,10.3,7.5,ORB
2007 VO53,2455312.929993312328,4.842734567608385,.999604991912809,75.0198657740919,59.74441368982531,86.99480599983461,7.1,10.,ORB
2007 W1,2454642.388325851648,.8496978678597608,1.000225261434392,306.5477234631232,334.529359420988,9.88966080522319,12.8,18.5,ORB
2007 W3,2454620.295124206695,1.776638458074681,1.000163266058586,112.6255885139545,73.06945146596402,78.67355028796534,15.3,4.5,ORB
2007 Y1,2454544.853631746538,3.340908507048429,1.000732661818874,357.1323663663976,133.09164689,110.1786446049486,13.6,4.5,ORB
2007 Y2,2454564.899383249766,4.208957709060332,.9965260045907306,257.6867314415668,303.4620121274397,98.50319667374737,9.2,10.,ORB
2008 A1,2454738.624419517081,1.073074540971431,1.000230471730961,348.4732575918569,277.8836993312148,82.54917530843085,8.1,10.,ORB
2008 C1,2454573.351147367139,1.262346036927954,1.000000661036232,180.9283918212354,307.7823774216627,61.78451974672003,13.8,5.25,ORB
2008 E1,2454690.344303548595,4.828909519996117,.5481486227040668,269.9888305320948,189.0225130395271,35.03767560658133,11.6,4.5,ORB
2008 E3,2454680.724159969695,5.531014597991622,.9984900301569493,218.0945336585656,105.6749105749288,105.0765011711973,6.6,10.,ORB
2008 FK75,2455468.711316692852,4.510895282168263,1.002702876054051,80.41504370520363,218.2662310267013,61.1755124687419,9.7,5.25,ORB
2008 G1,2454843.491189983278,3.989818334112558,.9890722671970504,63.70400754173333,215.9164284785044,72.85609527111886,13.4,4.5,ORB
2008 H1,2454541.923778837528,2.760293855655868,.9465878561846729,96.04351097657729,34.63042966237166,75.49217504632907,13.3,4.5,ORB
2008 J1,2454660.761635060262,1.724293691677143,.9896163514106258,68.12271159860036,273.4196981140539,61.78002137334015,8.7,17.25,ORB
2008 J4,2454636.895215465805,.4492653739957159,1.007714282012768,93.05580369126282,289.3723259881712,87.47745008862317,16.5,12.75,ORB
2008 J5,2454557.574332165641,1.963841989419036,.9728894816242358,313.3764021957749,287.0756956902415,93.27072433423525,10.6,17.,ORB
2008 J6,2454567.436422592130,2.003508779970767,1.002137789357535,10.70006677469248,298.1793138376611,44.98836973155564,13.4,4.5,ORB
2008 L2,2454697.101007040987,2.317378475198066,.61381543258988,141.316742506684,217.9840172096063,25.86061975276279,10.2,15.5,ORB
2008 L3,2454578.913897321601,2.011242874571091,.9937608966481061,101.814451545153,24.18545594116417,100.2007958501394,10.5,21.5,ORB
2008 N1,2455100.379237500674,2.783511256988053,.9971396595750255,100.8134516262583,357.4722109541516,115.5210169730039,12.8,4.5,ORB
2008 O3,2454620.583244604263,2.497269353879052,.694955986292463,340.9835932297993,47.57266572908574,32.26987159164735,5.5,28.5,ORB
2008 P1,2455035.452736517492,3.896110850956011,1.001678589979327,11.86546407953448,357.6769940981983,64.31031500881387,11.1,4.5,ORB
2008 Q1,2454830.633605590916,2.959143532739588,.9950168505515636,104.4808505383467,9.307701711420462,118.6266245069558,12.8,4.5,ORB
2008 Q3,2455005.593120730558,1.798228978746974,.9997978029560758,340.8552491356128,219.7340044222949,140.7066105698916,6.3,16.5,ORB
2008 QP20,2454773.218940002608,1.723119914620938,.5064662303772174,72.04476060500724,325.1518340531677,7.749952646252719,11.9,25.25,ORB
2008 R3,2454792.992903250784,1.90901618911344,.8963515096364288,84.16042528214604,270.553144162167,43.23785261553327,13.4,8.5,ORB
2008 S3,2455719.518897368192,8.017919200149057,1.001077486731166,39.93776745486598,54.93805418784181,162.7027984817679,8.3,6.,ORB
2008 T2,2454995.739583140879,1.202208126712226,1.00010901652112,215.8711477460971,309.678520550595,56.30368963215431,11.2,5.25,ORB
2008 WZ96,2454855.414161917373,1.646239076130884,.5095665828690512,337.6225910667144,59.11159969645884,6.957861907829002,15.2,10.,ORB
2008 X3,2454750.087637801588,1.9021174448667,.9565361628704481,140.8016013463495,337.7510453301255,66.47497791092911,11.7,16.25,ORB
2008 Y3,2454843.465546044891,4.434244283598909,.447667202903401,238.2794004549053,262.9341436174457,38.81318774606871,4.5,16.5,ORB
2009 B1,2454868.700550720501,2.426592197833084,.637190624014582,128.5938421818879,297.4383074395758,22.22847779756653,13.2,10.,ORB
2009 B2,2454897.893044113907,2.327611643883904,.9442814490265479,192.4957759140045,18.81464104826284,156.8729785488167,13.0,10.,ORB
2009 E1,2454929.420342415088,.5997215797495478,.9850726990503303,48.95523157904768,105.9620111017458,127.4533831726579,13.5,16.5,ORB
2009 F1,2455008.386622456922,1.830683486208616,.9827249737765008,219.5820756970418,357.9494010617847,171.3755168185271,14.9,11.5,ORB
2009 F2,2455149.611614830216,5.875026134709112,.9830269458389237,336.3444966356936,214.0553379155541,59.36697470744004,6.4,10.,ORB
2009 F4,2455927.367673207024,5.454872912434871,1.001810591029141,260.3812582386731,53.58328404158921,79.34729421595583,5.8,7.,ORB
2009 F5,2454775.326627558875,2.245337163803728,.9719914537861098,297.3668257369622,219.0641430715445,84.99035533967658,12.8,4.5,ORB
2009 F6,2454958.933613114178,1.274158999145848,.9975143424739534,129.7723269890618,278.6790256429147,85.7647855400708,9.7,13.,ORB
2009 G1,2454938.005661139602,1.128742019379714,.9976784818454305,175.4440802487743,120.6349939093651,108.3102563579814,9.1,17.25,ORB
2009 K2,2455234.985156843247,3.246175989332667,.9977788229593066,147.6934962462276,123.8055109480339,66.8219148762043,11.8,7.,ORB
2009 K3,2455547.468736768787,2.869026133411536,1.0,268.4007214208627,.7295199197881796,144.4209093390823,9.0,10.,ORB
2009 K4,2455001.884909310896,1.548874694286783,.9625269894588714,127.4714713726371,30.12512823782707,34.82499074678188,13.8,10.,ORB
2009 K5,2455316.524575798219,1.422401377065127,1.000838543199059,66.17417450273649,257.856327927103,103.879390451926,11.9,5.,ORB
2009 O2,2455279.914695414751,.6955471344323615,.9974990468625661,133.3971356584953,310.2320846999371,107.9604534199447,12.9,7.5,ORB
2009 O3,2454970.104391204054,2.449979551827111,.6868800549996673,154.5521989545966,183.7638694711861,16.21752700237298,15.2,4.5,ORB
2009 O4,2455197.776288915457,2.563789224081408,1.001336314611524,223.7319409757209,172.9365184783596,95.82327714615742,4.9,21.,ORB
2009 P1,2455919.177555764843,1.550535580501496,1.000997441813209,90.74706548333198,325.9972284743513,106.1772915967264,8.8,4.5,ORB
2009 P2,2455238.010799536629,6.543972532527065,1.001538779429425,76.03240209071359,60.36496705679936,163.4529387916205,11.4,4.5,ORB
2009 Q5,2455083.076725595792,2.918511671282672,.609052850009446,209.2749179936109,160.139863948254,40.90482225387376,13.1,4.5,ORB
2009 R1,2455380.178150077313,.4050868943926803,1.000413202490796,130.6931027466904,322.6226629291746,77.03076498095443,9.9,6.75,ORB
2009 S3,2455906.750704722392,6.474514637878233,1.001419165834663,129.7608599733522,225.1325296041105,60.38460099167354,11.7,4.5,ORB
2009 T1,2455112.753228723835,6.220409381473258,.9983074266778597,282.5290506585912,54.40738633747255,89.89393225979154,8.1,7.5,ORB
2009 T2,2455209.341513511434,1.754749552209695,.7689905856432068,215.4709136579588,215.9856324474208,28.10638609176597,13.8,10.5,ORB
2009 T3,2455208.556519644915,2.281140242536718,.9994708513061257,32.44778903709462,60.09301710133919,148.7418178214766,13.6,8.75,ORB
2009 U1,2454747.418551961071,5.382604981428634,1.015009237069738,269.0430110232571,43.3854615225045,91.23607043896649,7.8,10.,ORB
2009 U3,2455275.754738911582,1.414424588668167,.9915765087278947,77.70140022082248,49.32288318921394,51.26076675878746,15.4,6.,ORB
2009 U5,2455369.993218164560,6.094240030878758,.9994240212136143,23.81351304421512,121.1740914722554,25.47267563939661,11.8,4.5,ORB
2009 UG89,2455546.762195371678,3.931171206981027,1.007959783401028,60.65133772181098,321.0070613051065,130.0998277888015,5.2,15.75,ORB
2009 W2,2455318.170871459733,6.90713369547101,.999553883256491,121.3259575923817,199.5800742079614,164.4905237743914,6.9,10.,ORB
2009 WX51,2455227.575313859894,.7999563761832718,.7402937988877034,118.0162516918238,31.75840423810663,9.59259893347728,20.6,10.,ORB
2009 Y1,2455590.401742198510,2.520494547785312,.99328973614478,127.3913282647622,160.2770456976384,107.3165615235073,6.4,14.25,ORB
2009 Y2,2455286.193753508522,2.339192810141341,.6405255558675687,171.961933819713,262.1265166849132,29.92960938254342,6.2,28.75,ORB
2010 A3,2455290.181110547044,1.621827927769644,.7322295297346463,41.28186875128799,64.82907079752725,15.02825904745745,6.4,38.25,ORB
2010 A4,2455478.240564248967,2.737995549463117,.9906259644167691,271.6852761319831,346.6855023540158,96.73013770441914,7.1,15.5,ORB
2010 B1,2455599.559879427091,2.941486383691035,.998994447126672,211.519956085382,277.2139048238981,101.9776538367819,10.1,6.75,ORB
2010 C1,2455167.112437855451,5.234903523672213,.2591090851424597,3.665919539171023,142.0341619461492,9.142473574740862,7.3,13.75,ORB
2010 D2,2455260.661488548386,3.659053504677491,.4530244026325743,120.068180014667,319.8358599165465,57.1769742299665,14.4,4.5,ORB
2010 D3,2455443.420864828288,4.247541849359064,.9996287220477997,304.6426210513251,255.2346089610491,76.39482006562122,12.1,6.,ORB
2010 D4,2454921.432885670427,7.148208572698182,.8894597296651968,44.48931867036035,266.7835142639501,105.6596518671232,11.6,4.5,ORB
2010 DG56,2455332.062261169290,1.591451433561356,.9764363776999954,318.2894118826337,3.869456404747797,160.4173466758458,17.8,4.5,ORB
